Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type
Churchill,United States,Stratovolcano,Eruption Dated,847 CE,Alaska,Alaska (eastern),61.38,-141.75,5005,Dacite
Edgecumbe,United States,Stratovolcano(es),Eruption Dated,2220 BCE,Alaska,Alaska (eastern),57.05,-135.75,970,Andesite / Basaltic Andesite
Duncan Canal,United States,Volcanic field,Evidence Credible,Unknown,Alaska,Alaska (eastern),56.5,-133.1,15,Basalt / Picro-Basalt
Tlevak Strait-Suemez Is.,United States,Volcanic field,Evidence Credible,Unknown,Alaska,Alaska (eastern),55.25,-133.3,50,Basalt / Picro-Basalt
Behm Canal-Rudyerd Bay,United States,Pyroclastic cone(s),Evidence Uncertain,Unknown,Alaska,Alaska (eastern),55.32,-131.05,500,Basalt / Picro-Basalt
Fort Selkirk,Canada,Volcanic field,Evidence Uncertain,Unknown,Canada and Western USA,Canada,62.93,-137.38,1239,Trachybasalt / Tephrite Basanite
Alligator Lake,Canada,Volcanic field,Evidence Credible,Unknown,Canada and Western USA,Canada,60.42,-135.42,2217,Basalt / Picro-Basalt
Atlin Volcanic Field,Canada,Pyroclastic cone(s),Evidence Credible,Unknown,Canada and Western USA,Canada,59.68,-133.32,1880,Trachybasalt / Tephrite Basanite
Tuya Volcanic Field,Canada,Volcanic field,Evidence Credible,Unknown,Canada and Western USA,Canada,59.37,-130.58,2123,Basalt / Picro-Basalt
Heart Peaks,Canada,Shield,Evidence Uncertain,Unknown,Canada and Western USA,Canada,58.6,-131.97,2012,Basalt / Picro-Basalt
Level Mountain,Canada,Shield,Evidence Uncertain,Unknown,Canada and Western USA,Canada,58.42,-131.35,2190,Trachyte / Trachydacite
Edziza,Canada,Stratovolcano,Eruption Dated,950 CE,Canada and Western USA,Canada,57.72,-130.63,2786,Trachyte / Trachydacite
Spectrum Range,Canada,Shield,Evidence Credible,Unknown,Canada and Western USA,Canada,57.43,-130.68,2430,Rhyolite
Hoodoo Mountain,Canada,Subglacial,Eruption Dated,7050 BCE,Canada and Western USA,Canada,56.78,-131.28,1850,Phonolite
Iskut-Unuk River Cones,Canada,Pyroclastic cone(s),Eruption Dated,1800 CE,Canada and Western USA,Canada,56.58,-130.55,1880,Basalt / Picro-Basalt
Tseax River Cone,Canada,Pyroclastic cone,Eruption Dated,1690 CE,Canada and Western USA,Canada,55.12,-128.9,609,Basalt / Picro-Basalt
Crow Lagoon,Canada,Pyroclastic cone,Evidence Credible,Unknown,Canada and Western USA,Canada,54.7,-130.23,335,Basalt / Picro-Basalt
Milbanke Sound Group,Canada,Pyroclastic cone(s),Evidence Credible,Unknown,Canada and Western USA,Canada,52.5,-128.73,335,Basalt / Picro-Basalt
Nazko,Canada,Pyroclastic cone(s),Eruption Dated,5220 BCE,Canada and Western USA,Canada,52.928,-123.732,1238,Trachybasalt / Tephrite Basanite
Wells Gray-Clearwater,Canada,Pyroclastic cone(s),Eruption Dated,1550 CE,Canada and Western USA,Canada,52.33,-120.57,2576,Basalt / Picro-Basalt
Silverthrone,Canada,Caldera,Evidence Credible,Unknown,Canada and Western USA,Canada,51.43,-126.3,3160,Andesite / Basaltic Andesite
Bridge River Cones,Canada,Volcanic field,Evidence Credible,Unknown,Canada and Western USA,Canada,50.8,-123.4,2500,Basalt / Picro-Basalt
Meager,Canada,Complex,Eruption Dated,410 BCE,Canada and Western USA,Canada,50.63,-123.5,2680,Dacite
Garibaldi Lake,Canada,Volcanic field,Evidence Credible,Unknown,Canada and Western USA,Canada,49.933,-123,2316,Andesite / Basaltic Andesite
Garibaldi,Canada,Stratovolcano,Eruption Dated,8060 BCE,Canada and Western USA,Canada,49.85,-123,2678,Dacite
Cayley Volcanic Field,Canada,Volcanic field,Evidence Credible,Unknown,Canada and Western USA,Canada,50.12,-123.28,2375,Andesite / Basaltic Andesite
Baker,United States,Stratovolcano(es),Eruption Observed,1880 CE,Canada and Western USA,USA (Washington),48.777,-121.813,3285,Andesite / Basaltic Andesite
Glacier Peak,United States,Stratovolcano,Eruption Dated,1700 CE,Canada and Western USA,USA (Washington),48.112,-121.113,3213,Dacite
Rainier,United States,Stratovolcano,Eruption Dated,1450 CE,Canada and Western USA,USA (Washington),46.853,-121.76,4392,Andesite / Basaltic Andesite
Adams,United States,Stratovolcano,Eruption Dated,950 CE,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Andesite / Basaltic Andesite
St. Helens,United States,Stratovolcano,Eruption Observed,2008 CE,Canada and Western USA,USA (Washington),46.2,-122.18,2549,Dacite
West Crater,United States,Volcanic field,Eruption Dated,5750 BCE,Canada and Western USA,USA (Washington),45.88,-122.08,1329,Andesite / Basaltic Andesite
Indian Heaven,United States,Shield(s),Eruption Dated,6250 BCE,Canada and Western USA,USA (Washington),45.93,-121.82,1806,Basalt / Picro-Basalt
Hood,United States,Stratovolcano,Eruption Observed,1866 CE,Canada and Western USA,USA (Oregon),45.374,-121.695,3426,Andesite / Basaltic Andesite
Jefferson,United States,Stratovolcano,Eruption Dated,950 CE,Canada and Western USA,USA (Oregon),44.674,-121.8,3199,Andesite / Basaltic Andesite
Blue Lake Crater,United States,Maar,Eruption Dated,680 CE,Canada and Western USA,USA (Oregon),44.411,-121.774,1230,Basalt / Picro-Basalt
Sand Mountain Field,United States,Pyroclastic cone(s),Eruption Dated,950 BCE,Canada and Western USA,USA (Oregon),44.38,-121.93,1664,Basalt / Picro-Basalt
Belknap,United States,Shield(s),Eruption Dated,480 CE,Canada and Western USA,USA (Oregon),44.285,-121.841,2095,Andesite / Basaltic Andesite
Three Sisters,United States,Complex,Eruption Dated,440 CE,Canada and Western USA,USA (Oregon),44.133,-121.767,3159,Andesite / Basaltic Andesite
Bachelor,United States,Stratovolcano,Eruption Dated,5800 BCE,Canada and Western USA,USA (Oregon),43.979,-121.688,2763,Andesite / Basaltic Andesite
Davis Lake,United States,Volcanic field,Eruption Dated,2790 BCE,Canada and Western USA,USA (Oregon),43.57,-121.82,2163,Andesite / Basaltic Andesite
Newberry,United States,Shield,Eruption Dated,690 CE,Canada and Western USA,USA (Oregon),43.722,-121.229,2434,Andesite / Basaltic Andesite
Devils Garden,United States,Volcanic field,Evidence Uncertain,Unknown,Canada and Western USA,USA (Oregon),43.512,-120.861,1698,Basalt / Picro-Basalt
Cinnamon Butte,United States,Pyroclastic cone(s),Evidence Uncertain,Unknown,Canada and Western USA,USA (Oregon),43.241,-122.108,1956,Basalt / Picro-Basalt
Crater Lake,United States,Caldera,Eruption Dated,2850 BCE,Canada and Western USA,USA (Oregon),42.93,-122.12,2487,Dacite
Diamond Craters,United States,Volcanic field,Eruption Dated,5610 BCE,Canada and Western USA,USA (Oregon),43.1,-118.75,1435,Basalt / Picro-Basalt
Jordan Craters,United States,Volcanic field,Eruption Dated,1250 BCE,Canada and Western USA,USA (Oregon),43.147,-117.46,1473,Basalt / Picro-Basalt
Shasta,United States,Stratovolcano,Eruption Observed,1250 CE,Canada and Western USA,USA (California),41.409,-122.193,4317,Andesite / Basaltic Andesite
Medicine Lake,United States,Shield,Eruption Dated,1060 CE,Canada and Western USA,USA (California),41.611,-121.554,2412,Basalt / Picro-Basalt
Lassen Volcanic Center,United States,Stratovolcano,Eruption Observed,1917 CE,Canada and Western USA,USA (California),40.492,-121.508,3187,Andesite / Basaltic Andesite
Clear Lake,United States,Volcanic field,Evidence Credible,Unknown,Canada and Western USA,USA (California),38.97,-122.77,1439,Dacite
Mono Lake Volcanic Field,United States,Pyroclastic cone(s),Eruption Dated,1790 CE,Canada and Western USA,USA (California),38,-119.03,2121,Dacite
Mono-Inyo Craters,United States,Lava dome(s),Eruption Dated,1380 CE,Canada and Western USA,USA (California),37.804,-119.029,2796,Rhyolite
Mammoth Mountain,United States,Lava dome(s),Eruption Dated,1260 CE,Canada and Western USA,USA (California),37.631,-119.032,3369,Trachyte / Trachydacite
Ubehebe Craters,United States,Maar(s),Eruption Dated,150 BCE,Canada and Western USA,USA (California),37.02,-117.45,752,Basalt / Picro-Basalt
Golden Trout Creek,United States,Volcanic field,Eruption Dated,5550 BCE,Canada and Western USA,USA (California),36.358,-118.32,2886,Basalt / Picro-Basalt
Salton Buttes,United States,Lava dome(s),Eruption Dated,210 CE,Canada and Western USA,USA (California),33.197,-115.616,-40,Rhyolite
Black Butte Crater Lava Field,United States,Shield,Eruption Dated,8400 BCE,Canada and Western USA,USA (Idaho),43.183,-114.352,1478,Basalt / Picro-Basalt
Craters of the Moon,United States,Pyroclastic cone(s),Eruption Dated,130 BCE,Canada and Western USA,USA (Idaho),43.42,-113.5,2005,Basalt / Picro-Basalt
Wapi Lava Field,United States,Shield,Eruption Dated,300 BCE,Canada and Western USA,USA (Idaho),42.88,-113.22,1604,Basalt / Picro-Basalt
Hell's Half Acre,United States,Shield,Eruption Dated,3250 BCE,Canada and Western USA,USA (Idaho),43.5,-112.45,1631,Basalt / Picro-Basalt
Yellowstone,United States,Caldera(s),Eruption Dated,1350 BCE,Canada and Western USA,USA (Wyoming),44.43,-110.67,2805,Rhyolite
Soda Lakes,United States,Maar(s),Evidence Credible,Unknown,Canada and Western USA,USA (Nevada),39.53,-118.87,1251,Basalt / Picro-Basalt
Markagunt Plateau,United States,Volcanic field,Evidence Credible,1050 CE,Canada and Western USA,USA (Utah),37.58,-112.67,2840,Basalt / Picro-Basalt
Black Rock Desert,United States,Volcanic field,Eruption Dated,1290 CE,Canada and Western USA,USA (Utah),38.97,-112.5,1800,Basalt / Picro-Basalt
Carrizozo,United States,Pyroclastic cone(s),Eruption Dated,3250 BCE,Canada and Western USA,USA (New Mexico),33.78,-105.93,1731,Basalt / Picro-Basalt
Zuni-Bandera,United States,Volcanic field,Eruption Dated,1170 BCE,Canada and Western USA,USA (New Mexico),34.8,-108,2550,Basalt / Picro-Basalt
Red Hill,United States,Volcanic field,Eruption Dated,9450 BCE,Canada and Western USA,USA (New Mexico),34.25,-108.83,2300,Basalt / Picro-Basalt
Dotsero,United States,Maar,Eruption Dated,2200 BCE,Canada and Western USA,USA (Colorado),39.661,-107.035,2230,Basalt / Picro-Basalt
Uinkaret Field,United States,Volcanic field,Eruption Dated,1100 CE,Canada and Western USA,USA (Arizona),36.38,-113.13,1555,Trachybasalt / Tephrite Basanite
San Francisco Volcanic Field,United States,Pyroclastic cone,Eruption Dated,1075 CE,Canada and Western USA,USA (Arizona),35.347,-111.678,3850,Basalt / Picro-Basalt
West Valley Segment,Canada,Submarine,Unrest / Holocene,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (northern),48.78,-128.64,-2550,
Endeavour Segment,Canada,Submarine,Eruption Dated,3490 BCE,Hawaii and Pacific Ocean,Pacific Ocean (northern),47.95,-129.1,-2050,Basalt / Picro-Basalt
Cobb Segment,Canada,Submarine,Eruption Dated,1180 BCE,Hawaii and Pacific Ocean,Pacific Ocean (northern),46.88,-129.33,-2100,Basalt / Picro-Basalt
CoAxial Segment,Undersea Features,Submarine,Eruption Observed,1993 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),46.52,-129.58,-2400,Basalt / Picro-Basalt
Axial Seamount,Undersea Features,Submarine,Eruption Observed,2015 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130,-1410,Basalt / Picro-Basalt
Cleft Segment,Undersea Features,Submarine,Eruption Observed,1986 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),44.83,-130.3,-2140,Basalt / Picro-Basalt
North Gorda Ridge Segment,Undersea Features,Submarine,Eruption Observed,1996 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),42.67,-126.78,-3000,Basalt / Picro-Basalt
Jackson Segment,Undersea Features,Submarine,Unrest / Holocene,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (northern),42.15,-127.05,-3100,
Escanaba Segment,Undersea Features,Submarine,Eruption Dated,2260 BCE,Hawaii and Pacific Ocean,Pacific Ocean (northern),40.98,-127.5,-1700,Basalt / Picro-Basalt
East Blanco Depression,Undersea Features,Submarine,Unrest / Holocene,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (northern),44.267,-129.879,-3000,
Loihi,United States,Submarine,Eruption Observed,1996 CE,Hawaii and Pacific Ocean,Hawaiian Islands,18.92,-155.27,-975,Basalt / Picro-Basalt
Kilauea,United States,Shield,Eruption Observed,2018 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.421,-155.287,1222,Basalt / Picro-Basalt
Mauna Loa,United States,Shield,Eruption Observed,1984 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.475,-155.608,4170,Basalt / Picro-Basalt
Mauna Kea,United States,Shield,Eruption Dated,2460 BCE,Hawaii and Pacific Ocean,Hawaiian Islands,19.82,-155.47,4205,Basalt / Picro-Basalt
Hualalai,United States,Shield,Eruption Observed,1801 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.692,-155.87,2523,Basalt / Picro-Basalt
Haleakala,United States,Shield,Eruption Dated,1750 CE,Hawaii and Pacific Ocean,Hawaiian Islands,20.708,-156.25,3055,Basalt / Picro-Basalt
Teahitia,France,Submarine,Eruption Dated,1985 CE,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.564,-148.821,-1743,Trachybasalt / Tephrite Basanite
Rocard,France,Submarine,Eruption Dated,1972 CE,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.662,-148.586,-2515,Trachyte / Trachydacite
Moua Pihaa,France,Submarine,Eruption Dated,1970 CE,Hawaii and Pacific Ocean,Pacific Ocean (central),-18.325,-148.525,-312,Trachybasalt / Tephrite Basanite
Mehetia,France,Stratovolcano,Evidence Credible,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.874,-148.068,389,Trachybasalt / Tephrite Basanite
Adams Seamount,Undersea Features,Submarine,Eruption Dated,50 BCE,Hawaii and Pacific Ocean,Pacific Ocean (central),-25.37,-129.27,-39,Basalt / Picro-Basalt
Macdonald,Undersea Features,Submarine,Eruption Observed,1989 CE,Hawaii and Pacific Ocean,Pacific Ocean (central),-28.98,-140.25,-39,Basalt / Picro-Basalt
Northern EPR at 17°N,Undersea Features,Submarine,Eruption Dated,50 BCE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),16.55,-105.32,-2700,Basalt / Picro-Basalt
Northern EPR at 16°N,Undersea Features,Submarine,Eruption Dated,50 BCE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),15.83,-105.43,-2300,Basalt / Picro-Basalt
Northern EPR at 10.7°N,Undersea Features,Submarine,Eruption Observed,2003 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),10.73,-103.58,-2900,Basalt / Picro-Basalt
Northern EPR at 9.8°N,Undersea Features,Submarine,Eruption Observed,2006 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),9.83,-104.3,-2500,Basalt / Picro-Basalt
Galapagos Rift,Undersea Features,Submarine,Eruption Observed,1996 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),0.792,-86.15,-2430,Basalt / Picro-Basalt
Southern EPR at 8°S,Undersea Features,Submarine,Eruption Observed,1969 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),-8.27,-107.95,-2800,Basalt / Picro-Basalt
Southern EPR-Segment K,Undersea Features,Submarine,Eruption Observed,1990 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),-17.436,-113.206,-2566,Basalt / Picro-Basalt
Southern EPR-Segment J,Undersea Features,Submarine,Eruption Dated,1890 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),-18.175,-113.35,-2650,Basalt / Picro-Basalt
Southern EPR-Segment I,Undersea Features,Submarine,Eruption Dated,1915 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),-18.53,-113.42,-2600,Basalt / Picro-Basalt
Hollister Ridge,Undersea Features,Submarine,Evidence Uncertain,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (southern),-53.998,-139.845,-1000,No Data (checked)
Udintsev Transform,Undersea Features,Submarine,Evidence Uncertain,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (southern),-56.153,-143.373,-5700,No Data (checked)
"Prieto, Cerro",Mexico,Lava dome,Evidence Uncertain,Unknown,México and Central America,Mexico,32.418,-115.305,223,Dacite
Pinacate,Mexico,Pyroclastic cone(s),Evidence Credible,Unknown,México and Central America,Mexico,31.772,-113.498,1200,Basalt / Picro-Basalt
San Quintin Volcanic Field,Mexico,Pyroclastic cone(s),Evidence Uncertain,Unknown,México and Central America,Mexico,30.468,-115.996,260,Trachybasalt / Tephrite Basanite
"San Luis, Isla",Mexico,Tuff cone,Evidence Credible,Unknown,México and Central America,Mexico,29.97,-114.4,180,Rhyolite
Jaraguay Volcanic Field,Mexico,Pyroclastic cone(s),Evidence Credible,Unknown,México and Central America,Mexico,29.33,-114.5,960,Andesite / Basaltic Andesite
Coronado,Mexico,Stratovolcano,Unrest / Holocene,Unknown,México and Central America,Mexico,29.08,-113.513,440,No Data (checked)
Guadalupe,Mexico,Shield,Evidence Credible,Unknown,México and Central America,Mexico,29.07,-118.28,1100,Trachyandesite / Basaltic Trachyandesite
San Borja Volcanic Field,Mexico,Pyroclastic cone(s),Evidence Credible,Unknown,México and Central America,Mexico,28.5,-113.75,1360,Andesite / Basaltic Andesite
"Tortuga, Isla",Mexico,Shield,Evidence Credible,Unknown,México and Central America,Mexico,27.438,-111.881,224,Basalt / Picro-Basalt
Comondu-La Purisima,Mexico,Volcanic field,Evidence Uncertain,Unknown,México and Central America,Mexico,26,-111.92,780,Trachyandesite / Basaltic Trachyandesite
Barcena,Mexico,Pyroclastic cone(s),Eruption Observed,1953 CE,México and Central America,Mexico,19.3,-110.82,332,Trachyte / Trachydacite
Socorro,Mexico,Shield,Eruption Observed,1994 CE,México and Central America,Mexico,18.78,-110.95,1050,Trachyte / Trachydacite
Durango Volcanic Field,Mexico,Pyroclastic cone(s),Evidence Credible,Unknown,México and Central America,Mexico,24.15,-104.45,2075,Trachybasalt / Tephrite Basanite
"Isabel, Isla",Mexico,Tuff cone(s),Evidence Uncertain,Unknown,México and Central America,Mexico,21.848,-105.886,95,Basalt / Picro-Basalt
Sanganguey,Mexico,Stratovolcano,Evidence Credible,Unknown,México and Central America,Mexico,21.45,-104.73,2340,Andesite / Basaltic Andesite
Ceboruco,Mexico,Stratovolcano,Eruption Observed,1875 CE,México and Central America,Mexico,21.125,-104.508,2280,Andesite / Basaltic Andesite
Mascota Volcanic Field,Mexico,Pyroclastic cone(s),Evidence Credible,Unknown,México and Central America,Mexico,20.62,-104.83,2560,Andesite / Basaltic Andesite
Colima,Mexico,Stratovolcano(es),Eruption Observed,2019 CE,México and Central America,Mexico,19.514,-103.62,3850,Andesite / Basaltic Andesite
Michoacan-Guanajuato,Mexico,Pyroclastic cone(s),Eruption Observed,1952 CE,México and Central America,Mexico,19.85,-101.75,3860,Andesite / Basaltic Andesite
Zitacuaro-Valle de Bravo,Mexico,Caldera,Eruption Dated,3050 BCE,México and Central America,Mexico,19.4,-100.25,3500,Dacite
Jocotitlan,Mexico,Stratovolcano,Eruption Dated,1270 CE,México and Central America,Mexico,19.73,-99.758,3900,Dacite
"Toluca, Nevado de",Mexico,Stratovolcano,Eruption Dated,1350 BCE,México and Central America,Mexico,19.108,-99.758,4680,Andesite / Basaltic Andesite
Chichinautzin,Mexico,Volcanic field,Eruption Dated,400 CE,México and Central America,Mexico,19.08,-99.13,3930,Andesite / Basaltic Andesite
Papayo,Mexico,Lava dome,Evidence Credible,Unknown,México and Central America,Mexico,19.308,-98.7,3600,Dacite
Iztaccihuatl,Mexico,Stratovolcano,Evidence Credible,Unknown,México and Central America,Mexico,19.179,-98.642,5230,Andesite / Basaltic Andesite
Popocatepetl,Mexico,Stratovolcano(es),Eruption Observed,2020 CE,México and Central America,Mexico,19.023,-98.622,5393,Andesite / Basaltic Andesite
"Malinche, La",Mexico,Stratovolcano,Eruption Dated,1170 BCE,México and Central America,Mexico,19.231,-98.032,4461,Andesite / Basaltic Andesite
Serdan-Oriental,Mexico,Tuff cone(s),Evidence Credible,Unknown,México and Central America,Mexico,19.27,-97.47,3485,Rhyolite
"Humeros, Los",Mexico,Caldera(s),Eruption Dated,4470 BCE,México and Central America,Mexico,19.68,-97.45,3150,Rhyolite
"Atlixcos, Los",Mexico,Shield,Evidence Credible,Unknown,México and Central America,Mexico,19.809,-96.526,800,Basalt / Picro-Basalt
Naolinco Volcanic Field,Mexico,Pyroclastic cone(s),Eruption Dated,1200 BCE,México and Central America,Mexico,19.67,-96.75,2000,Basalt / Picro-Basalt
Cofre de Perote,Mexico,Shield(s),Eruption Dated,1150 CE,México and Central America,Mexico,19.492,-97.15,4282,Andesite / Basaltic Andesite
"Gloria, La",Mexico,Volcanic field,Evidence Credible,Unknown,México and Central America,Mexico,19.33,-97.25,3500,Andesite / Basaltic Andesite
"Cumbres,  Las",Mexico,Stratovolcano,Eruption Dated,3920 BCE,México and Central America,Mexico,19.15,-97.27,3940,Andesite / Basaltic Andesite
"Orizaba, Pico de",Mexico,Stratovolcano,Eruption Observed,1846 CE,México and Central America,Mexico,19.03,-97.27,5564,Andesite / Basaltic Andesite
San Martin,Mexico,Shield,Eruption Observed,1796 CE,México and Central America,Mexico,18.57,-95.2,1650,Trachybasalt / Tephrite Basanite
"Chichon, El",Mexico,Lava dome(s),Eruption Observed,1982 CE,México and Central America,Mexico,17.36,-93.228,1150,Trachyandesite / Basaltic Trachyandesite
